,ID_x,Sex_x,ID_y,Sex_y
522,1075,male,522,male
1147,1075,male,1147,male
1236,1075,male,1236,male
2376,1075,male,2376,male
2430,1075,male,2430,male
1178,1077,male,1178,male
85,1080,female,85,male
2958,1080,female,2958,male
3479,1080,female,3479,female
1598,1081,male,1598,male
94,1085,male,94,female
139,1085,male,139,female
291,1085,male,291,male
545,1085,male,545,male
592,1085,male,592,male
1384,1085,male,1384,male
1590,1085,male,1590,male
2110,1085,male,2110,female
3203,1085,male,3203,male
3407,1085,male,3407,male
62,1087,female,62,male
69,1087,female,69,female
96,1087,female,96,male
132,1087,female,132,male
450,1087,female,450,male
526,1087,female,526,male
545,1087,female,545,male
592,1087,female,592,male
1299,1087,female,1299,male
1388,1087,female,1388,male
1698,1087,female,1698,female
1702,1087,female,1702,male
1707,1087,female,1707,male
1738,1087,female,1738,male
2107,1087,female,2107,male
2615,1087,female,2615,male
2694,1087,female,2694,male
2918,1087,female,2918,female
3417,1087,female,3417,male
3446,1087,female,3446,male
3576,1087,female,3576,male
3614,1087,female,3614,female
125,1088,male,125,male
175,1088,male,175,male
584,1088,male,584,male
1054,1088,male,1054,female
3212,1088,male,3212,male
3638,1088,male,3638,male
120,1089,male,120,female
200,1089,male,200,male
459,1089,male,459,male
539,1089,male,539,male
607,1089,male,607,male
1372,1089,male,1372,male
2578,1089,male,2578,male
2845,1089,male,2845,male
400,1090,male,400,male
3204,1090,male,3204,male
136,1091,male,136,male
200,1091,male,200,male
284,1091,male,284,male
539,1091,male,539,male
590,1091,male,590,male
1313,1091,male,1313,male
1364,1091,male,1364,female
1372,1091,male,1372,male
1628,1091,male,1628,male
2100,1091,male,2100,male
2112,1091,male,2112,female
2203,1091,male,2203,male
2978,1091,male,2978,male
3601,1091,male,3601,female
3639,1091,male,3639,female
293,1092,male,293,male
534,1092,male,534,male
749,1092,male,749,male
797,1092,male,797,male
904,1092,male,904,female
2918,1092,male,2918,female
2933,1092,male,2933,male
3197,1092,male,3197,male
3633,1092,male,3633,female
153,1093,male,153,male
1023,1093,male,1023,male
1050,1093,male,1050,male
1606,1093,male,1606,male
2099,1093,male,2099,male
128,1094,male,128,male
159,1094,male,159,male
568,1094,male,568,male
3580,1094,male,3580,male
197,1096,male,197,male
589,1096,male,589,male
1402,1096,male,1402,male
2907,1096,male,2907,male
2929,1096,male,2929,male
3077,1096,male,3077,male
3160,1096,male,3160,male
521,1098,male,521,male
548,1098,male,548,male
581,1098,male,581,female
3118,1098,male,3118,male
3236,1098,male,3236,female
3641,1098,male,3641,female
299,1099,male,299,male
573,1099,male,573,male
1297,1099,male,1297,female
1947,1099,male,1947,male
2629,1099,male,2629,male
2757,1099,male,2757,male
1542,1101,female,1542,male
3469,1101,female,3469,male
3520,1101,female,3520,male
3534,1101,female,3534,female
3552,1101,female,3552,male
3570,1101,female,3570,male
349,1103,male,349,male
1366,1103,male,1366,male
2962,1103,male,2962,male
3174,1104,female,3174,male
3060,1105,male,3060,female
98,1106,male,98,male
131,1106,male,131,male
170,1106,male,170,male
219,1106,male,219,male
228,1106,male,228,male
241,1106,male,241,male
467,1106,male,467,female
533,1106,male,533,male
549,1106,male,549,male
757,1106,male,757,female
960,1106,male,960,male
1334,1106,male,1334,male
1362,1106,male,1362,male
1522,1106,male,1522,male
1552,1106,male,1552,male
1556,1106,male,1556,male
2001,1106,male,2001,male
2023,1106,male,2023,male
2107,1106,male,2107,male
2887,1106,male,2887,male
2931,1106,male,2931,male
2947,1106,male,2947,male
2978,1106,male,2978,male
3238,1106,male,3238,male
3240,1106,male,3240,male
3450,1106,male,3450,male
3489,1106,male,3489,male
3546,1106,male,3546,male
153,1107,male,153,male
1181,1107,male,1181,male
1187,1107,male,1187,male
1587,1107,male,1587,male
1731,1107,male,1731,female
1955,1107,male,1955,female
2138,1107,male,2138,male
2937,1107,male,2937,male
2968,1107,male,2968,male
2973,1107,male,2973,male
2998,1107,male,2998,male
3477,1107,male,3477,male
3575,1107,male,3575,male
1519,1108,male,1519,male
1535,1108,male,1535,male
496,1109,male,496,male
2125,1109,male,2125,male
240,1111,male,240,male
467,1111,male,467,female
589,1111,male,589,male
1364,1111,male,1364,female
1642,1111,male,1642,male
1716,1111,male,1716,female
2461,1111,male,2461,male
3241,1111,male,3241,female
546,1116,male,546,female
1576,1116,male,1576,male
2149,1116,male,2149,male
170,1118,male,170,male
438,1118,male,438,female
1362,1118,male,1362,male
1533,1118,male,1533,male
1545,1118,male,1545,male
1548,1118,male,1548,female
1552,1118,male,1552,male
1556,1118,male,1556,male
2618,1118,male,2618,male
3448,1118,male,3448,male
3546,1118,male,3546,male
1029,1119,male,1029,male
562,1121,male,562,male
3626,1121,male,3626,male
278,1123,male,278,female
284,1123,male,284,male
319,1123,male,319,female
579,1123,male,579,male
1239,1123,male,1239,male
1313,1123,male,1313,male
1314,1123,male,1314,male
1369,1123,male,1369,male
1625,1123,male,1625,male
1747,1123,male,1747,male
2166,1123,male,2166,male
2684,1123,male,2684,male
150,1126,female,150,male
1475,1126,female,1475,female
2340,1126,female,2340,male
2508,1126,female,2508,male
2601,1126,female,2601,female
2621,1126,female,2621,male
2652,1126,female,2652,male
3135,1126,female,3135,male
1963,1128,male,1963,male
118,1129,female,118,male
123,1129,female,123,male
177,1129,female,177,male
521,1129,female,521,male
1582,1129,female,1582,male
1708,1129,female,1708,male
2621,1129,female,2621,male
2915,1129,female,2915,male
2926,1129,female,2926,male
3249,1129,female,3249,male
153,1131,male,153,male
334,1131,male,334,male
528,1131,male,528,male
1232,1131,male,1232,male
1332,1131,male,1332,male
1540,1131,male,1540,male
1753,1131,male,1753,male
2650,1131,male,2650,male
85,1134,male,85,male
121,1134,male,121,male
124,1134,male,124,male
136,1134,male,136,male
152,1134,male,152,male
194,1134,male,194,male
240,1134,male,240,male
324,1134,male,324,male
467,1134,male,467,female
524,1134,male,524,female
530,1134,male,530,male
573,1134,male,573,male
696,1134,male,696,male
1010,1134,male,1010,male
1018,1134,male,1018,male
1047,1134,male,1047,male
1048,1134,male,1048,male
1235,1134,male,1235,male
1239,1134,male,1239,male
1245,1134,male,1245,male
1259,1134,male,1259,male
1313,1134,male,1313,male
1373,1134,male,1373,female
2631,1134,male,2631,male
2655,1134,male,2655,male
2684,1134,male,2684,male
2806,1134,male,2806,male
2935,1134,male,2935,male
2953,1134,male,2953,male
2956,1134,male,2956,male
2979,1134,male,2979,female
3026,1134,male,3026,male
3414,1134,male,3414,male
3601,1134,male,3601,female
636,1136,male,636,male
1836,1137,male,1836,male
549,1138,male,549,male
1733,1138,male,1733,male
3616,1138,male,3616,male
305,1139,male,305,male
318,1139,male,318,male
447,1139,male,447,male
526,1139,male,526,male
1343,1139,male,1343,male
1577,1139,male,1577,male
1728,1139,male,1728,male
1777,1139,male,1777,male
1806,1139,male,1806,male
2110,1139,male,2110,female
2962,1139,male,2962,male
3480,1139,male,3480,male
973,1141,male,973,male
2907,1141,male,2907,male
3605,1141,male,3605,male
3230,1142,male,3230,male
3664,1142,male,3664,male
1778,1144,male,1778,female
1075,1147,male,1075,male
1236,1147,male,1236,male
1332,1147,male,1332,male
1540,1148,male,1540,male
1541,1148,male,1541,male
1557,1148,male,1557,male
1977,1148,male,1977,male
2615,1148,male,2615,male
2979,1148,male,2979,female
3296,1148,male,3296,female
2293,1149,male,2293,male
324,1153,male,324,male
1374,1153,male,1374,male
2589,1153,male,2589,male
2622,1153,male,2622,male
1351,1156,male,1351,male
124,1158,male,124,male
200,1158,male,200,male
590,1158,male,590,male
919,1158,male,919,male
1247,1158,male,1247,male
1432,1158,male,1432,male
3135,1158,male,3135,male
64,1159,male,64,male
244,1162,male,244,male
1343,1162,male,1343,male
1577,1162,male,1577,male
2578,1163,male,2578,male
2862,1163,male,2862,female
589,1165,male,589,male
3175,1165,male,3175,male
1909,1167,male,1909,female
1230,1168,male,1230,male
1316,1168,male,1316,male
1548,1171,male,1548,female
1551,1171,male,1551,male
2059,1171,male,2059,male
3374,1171,male,3374,male
3579,1171,male,3579,male
128,1173,male,128,male
505,1173,male,505,male
1397,1173,male,1397,male
977,1174,male,977,male
2173,1174,male,2173,male
1620,1180,male,1620,male
69,1181,male,69,female
153,1181,male,153,male
528,1181,male,528,male
1015,1181,male,1015,male
1207,1181,male,1207,male
1731,1181,male,1731,female
1955,1181,male,1955,female
2138,1181,male,2138,male
2454,1181,male,2454,female
2937,1181,male,2937,male
3476,1181,male,3476,male
3536,1181,male,3536,male
3540,1181,male,3540,male
3546,1181,male,3546,male
3575,1181,male,3575,male
175,1183,male,175,male
2918,1186,female,2918,female
3059,1186,female,3059,male
3225,1186,female,3225,female
2956,1187,male,2956,male
2973,1187,male,2973,male
2981,1187,male,2981,male
2956,1192,male,2956,male
3143,1194,male,3143,male
2673,1196,male,2673,male
3302,1197,male,3302,male
144,1200,male,144,male
2088,1200,male,2088,male
3654,1200,male,3654,female
69,1202,male,69,female
567,1202,male,567,male
584,1202,male,584,male
1316,1202,male,1316,male
2895,1202,male,2895,male
2898,1202,male,2898,male
2915,1202,male,2915,male
2667,1204,male,2667,male
505,1208,male,505,male
1397,1208,male,1397,male
2481,1208,male,2481,male
1911,1214,male,1911,male
1294,1215,male,1294,male
2086,1215,male,2086,male
458,1217,male,458,male
533,1217,male,533,male
3258,1217,male,3258,male
2124,1219,male,2124,male
120,1220,male,120,female
3105,1220,male,3105,male
574,1222,male,574,male
142,1223,female,142,male
551,1223,female,551,male
1560,1223,female,1560,male
1626,1223,female,1626,male
1955,1223,female,1955,female
2461,1223,female,2461,male
2536,1223,female,2536,male
272,1225,male,272,male
622,1225,male,622,male
1055,1225,male,1055,male
3123,1225,male,3123,male
1834,1226,male,1834,female
94,1227,male,94,female
1682,1227,male,1682,male
1445,1228,male,1445,male
125,1229,male,125,male
128,1229,male,128,male
539,1229,male,539,male
568,1229,male,568,male
1018,1229,male,1018,male
1279,1229,male,1279,male
2976,1229,male,2976,male
3133,1229,male,3133,male
3258,1229,male,3258,male
77,1232,male,77,male
598,1232,male,598,male
934,1232,male,934,male
1131,1232,male,1131,male
1557,1232,male,1557,male
2392,1232,male,2392,male
2556,1232,male,2556,male
2587,1232,male,2587,male
2842,1232,male,2842,male
3147,1232,male,3147,male
94,1235,male,94,female
467,1235,male,467,female
548,1235,male,548,male
744,1235,male,744,male
2001,1235,male,2001,male
2522,1235,male,2522,female
2629,1235,male,2629,male
2718,1235,male,2718,female
2824,1235,male,2824,male
2897,1235,male,2897,female
3006,1235,male,3006,male
305,1237,male,305,male
483,1237,male,483,female
526,1237,male,526,male
2609,1237,male,2609,male
514,1238,male,514,male
521,1238,male,521,male
548,1238,male,548,male
568,1238,male,568,male
581,1238,male,581,female
2897,1238,male,2897,female
2948,1238,male,2948,male
3654,1238,male,3654,female
66,1239,male,66,male
125,1239,male,125,male
152,1239,male,152,male
153,1239,male,153,male
284,1239,male,284,male
290,1239,male,290,male
319,1239,male,319,female
324,1239,male,324,male
506,1239,male,506,male
1010,1239,male,1010,male
1018,1239,male,1018,male
1048,1239,male,1048,male
1066,1239,male,1066,male
1123,1239,male,1123,male
1245,1239,male,1245,male
1313,1239,male,1313,male
1314,1239,male,1314,male
1625,1239,male,1625,male
2631,1239,male,2631,male
2684,1239,male,2684,male
2750,1239,male,2750,female
2935,1239,male,2935,male
2956,1239,male,2956,male
3117,1239,male,3117,male
3414,1239,male,3414,male
3469,1239,male,3469,male
3525,1239,male,3525,male
3591,1239,male,3591,female
3601,1239,male,3601,female
542,1242,male,542,male
545,1242,male,545,male
592,1242,male,592,male
1301,1242,male,1301,male
1972,1242,male,1972,male
2895,1242,male,2895,male
3396,1242,male,3396,male
3413,1242,male,3413,male
66,1243,male,66,male
125,1243,male,125,male
284,1243,male,284,male
290,1243,male,290,male
319,1243,male,319,female
506,1243,male,506,male
1066,1243,male,1066,male
1123,1243,male,1123,male
1239,1243,male,1239,male
1313,1243,male,1313,male
1314,1243,male,1314,male
1625,1243,male,1625,male
2684,1243,male,2684,male
2922,1243,male,2922,male
2935,1243,male,2935,male
2943,1243,male,2943,male
2953,1243,male,2953,male
2956,1243,male,2956,male
3238,1243,male,3238,male
3414,1243,male,3414,male
3525,1243,male,3525,male
3601,1243,male,3601,female
121,1245,male,121,male
124,1245,male,124,male
152,1245,male,152,male
194,1245,male,194,male
240,1245,male,240,male
324,1245,male,324,male
467,1245,male,467,female
524,1245,male,524,female
530,1245,male,530,male
1010,1245,male,1010,male
1018,1245,male,1018,male
1047,1245,male,1047,male
1048,1245,male,1048,male
1134,1245,male,1134,male
1235,1245,male,1235,male
1239,1245,male,1239,male
1259,1245,male,1259,male
1313,1245,male,1313,male
1341,1245,male,1341,male
2472,1245,male,2472,male
2631,1245,male,2631,male
2806,1245,male,2806,male
2935,1245,male,2935,male
2943,1245,male,2943,male
2956,1245,male,2956,male
2978,1245,male,2978,male
3026,1245,male,3026,male
3414,1245,male,3414,male
3601,1245,male,3601,female
324,1246,male,324,male
1073,1246,male,1073,male
2589,1246,male,2589,male
126,1249,male,126,female
142,1249,male,142,male
170,1250,male,170,male
305,1250,male,305,male
526,1250,male,526,male
1139,1250,male,1139,male
1334,1250,male,1334,male
2620,1250,male,2620,male
514,1251,male,514,male
567,1251,male,567,male
1158,1251,male,1158,male
1432,1251,male,1432,male
130,1252,female,130,male
567,1252,female,567,male
1202,1252,female,1202,male
1316,1252,female,1316,male
2895,1252,female,2895,male
2898,1252,female,2898,male
3525,1252,female,3525,male
361,1253,male,361,male
2088,1254,male,2088,male
1335,1255,male,1335,male
1346,1255,male,1346,male
2625,1255,male,2625,male
85,1259,male,85,male
124,1259,male,124,male
125,1259,male,125,male
152,1259,male,152,male
209,1259,male,209,male
324,1259,male,324,male
530,1259,male,530,male
554,1259,male,554,female
1010,1259,male,1010,male
1018,1259,male,1018,male
1048,1259,male,1048,male
1235,1259,male,1235,male
1239,1259,male,1239,male
1245,1259,male,1245,male
1313,1259,male,1313,male
1475,1259,male,1475,female
2631,1259,male,2631,male
2806,1259,male,2806,male
2956,1259,male,2956,male
3414,1259,male,3414,male
3601,1259,male,3601,female
278,1260,male,278,female
284,1260,male,284,male
319,1260,male,319,female
532,1260,male,532,male
1123,1260,male,1123,male
1239,1260,male,1239,male
1313,1260,male,1313,male
1314,1260,male,1314,male
1369,1260,male,1369,male
1625,1260,male,1625,male
2684,1260,male,2684,male
2935,1260,male,2935,male
2976,1260,male,2976,male
1024,1261,male,1024,male
2976,1261,male,2976,male
377,1263,male,377,male
567,1263,male,567,male
832,1263,male,832,male
1230,1263,male,1230,male
1356,1263,male,1356,female
3654,1263,male,3654,female
2099,1269,male,2099,male
3505,1269,male,3505,male
554,1270,male,554,female
447,1271,male,447,male
2618,1271,male,2618,male
2676,1271,male,2676,male
3448,1271,male,3448,male
3535,1271,male,3535,male
1582,1272,male,1582,male
1824,1275,male,1824,male
2578,1275,male,2578,male
2692,1275,male,2692,male
136,1276,male,136,male
465,1276,male,465,male
318,1277,female,318,male
1039,1277,female,1039,male
1091,1277,female,1091,male
1313,1277,female,1313,male
1314,1277,female,1314,male
1902,1277,female,1902,male
2684,1277,female,2684,male
3045,1277,female,3045,female
3456,1277,female,3456,male
62,1278,male,62,male
77,1278,male,77,male
280,1278,male,280,male
507,1278,male,507,male
554,1278,male,554,female
704,1278,male,704,male
1549,1278,male,1549,male
1587,1278,male,1587,male
1715,1278,male,1715,male
3614,1278,male,3614,female
1285,1279,male,1285,male
1314,1279,male,1314,male
2577,1279,male,2577,male
2582,1279,male,2582,male
524,1280,male,524,female
530,1280,male,530,male
1657,1280,male,1657,female
1718,1280,male,1718,male
109,1281,male,109,male
284,1285,male,284,male
467,1285,male,467,female
1018,1285,male,1018,male
1279,1285,male,1279,male
1575,1285,male,1575,male
